brand,model,processor_brand,processor_name,processor_gnrtn,ram_gb,ram_type,ssd,hdd,os,os_bit,graphic_card_gb,weight,warranty,Touchscreen,msoffice,latest_price,old_price,discount,star_rating,ratings,reviews
Msi,Summit,Intel,Core i7,11th,16,Ddr4,1024,0,Windows,64,4,Casual,2,Yes,No,154990.0,156990,1,4.0,3,2
Lenovo,Yoga,Intel,Core i7,11th,16,Lpddr4x,1024,0,Windows,64,0,Casual,1,No,Yes,122990.0,167890,26,3.0,4,2
Asus,Unknown,Intel,Core i7,10th,16,Ddr4,1024,0,Windows,64,6,Casual,1,Yes,No,224990.0,272990,17,4.7,9,0
Msi,Stealth,Intel,Core i7,12th,16,Ddr5,1024,0,Windows,64,8,Casual,0,No,No,279990.0,313990,10,0.0,0,0
Hp,Omen,Intel,Core i7,11th,16,Ddr4,1024,0,Windows,64,4,Casual,0,No,No,121990.0,138399,11,0.0,0,0
Hp,Omen,Intel,Core i7,11th,16,Ddr4,1024,0,Windows,64,4,Casual,0,No,No,116990.0,132717,11,0.0,0,0
Lenovo,Legion,Intel,Core i7,11th,16,Ddr4,1024,0,Windows,64,6,Casual,0,No,No,151098.0,224490,32,4.4,7,0
Msi,Pulse,Intel,Core i7,11th,16,Ddr4,1024,0,Windows,64,8,Casual,2,No,No,129990.0,179990,27,4.2,14,3
Hp,Spectre,Intel,Core i7,11th,16,Lpddr4x,1024,0,Windows,64,0,Casual,1,Yes,No,149999.0,178464,15,0.0,0,0
Msi,Unknown,Intel,Core i7,12th,16,Ddr4,1024,0,Windows,64,6,Casual,0,No,No,139990.0,156990,10,4.5,4,2
Acer,Predator,Intel,Core i7,11th,16,Ddr4,1024,0,Windows,64,6,Casual,1,No,No,129990.0,149990,13,4.5,54,7
Hp,Omen,Intel,Core i7,11th,16,Ddr4,1024,0,Windows,64,8,Casual,1,No,Yes,171990.0,197862,13,0.0,0,0
Dell,Inspiron,Intel,Core i7,11th,16,Ddr4,1024,0,Windows,64,2,Casual,1,No,Yes,93955.0,122300,23,4.8,4,0
Asus,Rog,Intel,Core i7,10th,16,Ddr4,1024,0,Windows,64,8,Casual,0,No,No,234990.0,324990,27,0.0,0,0
Hp,Spectre,Intel,Core i7,11th,16,Lpddr4x,1024,0,Windows,64,0,Casual,1,Yes,Yes,128500.0,152042,15,3.7,3,1
Lenovo,Yoga,Intel,Core i7,11th,16,Ddr4,1024,0,Windows,64,0,Casual,1,Yes,Yes,102990.0,104033,1,4.4,16,2
Asus,Zenbook,Intel,Core i7,11th,16,Lpddr4x,1024,0,Windows,64,0,Casual,1,Yes,No,119990.0,158990,24,4.8,8,1
Asus,Unknown,Intel,Core i7,11th,16,Ddr4,1024,0,Windows,32,6,Casual,0,No,No,120980.0,149999,19,0.0,0,0
Asus,Zephyrus,Intel,Core i7,11th,16,Ddr4,1024,0,Windows,32,6,Casual,1,No,No,157249.0,220990,28,4.3,7,0
Lenovo,Unknown,Intel,Core i7,9th,16,Ddr4,1024,0,Windows,64,4,Thinnlight,0,No,No,229900.0,272000,15,0.0,0,0
Asus,Asus,Intel,Core i7,11th,16,Ddr4,1024,0,Windows,64,6,Casual,1,No,No,131500.0,175000,24,0.0,0,0
Asus,Expertbook,Intel,Core i7,10th,16,Lpddr3,1024,0,Windows,64,0,Casual,0,No,No,154990.0,172990,10,5.0,3,0
Asus,Expertbook,Intel,Core i7,10th,16,Lpddr3,1024,0,Windows,64,0,Casual,0,No,No,165990.0,202990,18,0.0,0,0
Lenovo,Yoga,Intel,Core i7,10th,16,Lpddr4x,1024,0,Windows,64,0,Thinnlight,0,No,No,119990.0,148082,18,2.5,2,1
Asus,Expertbook,Intel,Core i7,10th,16,Lpddr3,1024,0,Windows,64,0,Casual,0,No,No,167990.0,202990,17,0.0,0,0
Hp,Spectre,Intel,Core i7,11th,16,Lpddr4x,1024,0,Windows,64,0,Casual,1,Yes,No,165000.0,198825,17,0.0,0,0
Avita,Liber,Intel,Core i7,10th,16,Ddr4,1024,0,Windows,64,0,Thinnlight,0,No,No,62990.0,83390,24,3.9,207,49
Lenovo,Thinkbook,Intel,Core i7,11th,16,Lpddr4,1024,0,Windows,64,0,Casual,1,No,Yes,85990.0,148158,41,3.4,7,2
Hp,Hp,Intel,Core i7,11th,16,Ddr4,1024,0,Windows,64,2,Casual,1,No,Yes,94990.0,160134,40,0.0,0,0
Hp,Omen,Intel,Core i7,11th,16,Ddr4,1024,0,Windows,64,6,Casual,1,No,Yes,136990.0,157563,13,0.0,0,0
Lenovo,Legion,Intel,Core i7,10th,16,Ddr4,1024,0,Windows,64,8,Casual,1,No,Yes,234990.0,349890,32,0.0,0,0
Acer,Predator,Intel,Core i7,10th,16,Ddr4,2048,0,Windows,64,8,Casual,1,No,No,159990.0,160190,0,3.8,4,0
Asus,Expertbook,Intel,Core i7,10th,16,Lpddr3,2048,0,Windows,64,0,Casual,0,No,No,233990.0,0,0,0.0,0,0
Asus,Expertbook,Intel,Core i7,10th,16,Ddr4,0,1024,Windows,64,2,Casual,0,No,No,93990.0,0,0,0.0,0,0
Hp,15,Intel,Core i7,8th,16,Ddr4,128,1024,Windows,64,4,Casual,1,No,No,116941.0,0,0,0.0,0,0
Msi,Gf63,Intel,Core i7,10th,8,Ddr4,256,1024,Windows,64,4,Casual,2,No,No,63990.0,83990,23,4.3,794,83
Asus,Vivobook,Intel,Core i7,10th,16,Ddr4,256,1024,Windows,64,4,Gaming,0,No,No,66990.0,97990,31,4.2,25,4
Asus,Unknown,Intel,Core i7,11th,16,Ddr4,256,1024,Windows,32,0,Thinnlight,0,No,No,82500.0,98990,16,0.0,0,0
Acer,Predator,Intel,Core i7,10th,16,Ddr4,256,1024,Windows,64,6,Casual,1,No,No,119990.0,140990,14,4.6,2038,313
Msi,Wf65,Intel,Core i7,10th,16,Ddr4,256,1024,Windows,64,4,Casual,3,No,No,159990.0,179990,11,0.0,0,0
Asus,Pro,Intel,Core i7,8th,16,Ddr4,256,1024,Windows,64,0,Thinnlight,0,No,No,98912.0,0,0,0.0,0,0
Acer,Predator,Intel,Core i7,11th,16,Ddr4,512,1024,Windows,64,4,Casual,1,No,No,92990.0,130990,29,4.5,214,37
Acer,Predator,Intel,Core i7,11th,16,Ddr4,512,1024,Windows,32,6,Casual,1,No,No,119990.0,140990,14,4.5,342,54
Acer,Predator,Intel,Core i9,11th,32,Ddr4,1024,0,Windows,64,8,Casual,1,No,No,169990.0,199999,15,0.0,0,0
Acer,Predator,Intel,Core i9,11th,16,Ddr4,1024,0,Windows,64,6,Casual,1,No,No,139990.0,179999,22,0.0,0,0
Msi,Creator,Intel,Core i9,11th,16,Ddr4,1024,0,Windows,64,6,Casual,0,No,No,192990.0,223890,13,0.0,0,0
Asus,Rog,Intel,Core i9,12th,16,Ddr5,1024,0,Windows,64,6,Casual,0,No,No,299990.0,376990,20,0.0,0,0
Asus,Unknown,Intel,Core i9,10th,16,Ddr4,1024,0,Windows,64,6,Casual,1,Yes,No,269990.0,326990,17,4.8,8,1
Asus,Asus,Intel,Core i9,11th,16,Ddr4,1024,0,Windows,64,6,Gaming,1,No,No,139990.0,144990,3,0.0,0,0
Lenovo,Unknown,Intel,Core i9,10th,16,Ddr4,1024,0,Windows,32,8,Casual,0,No,No,265998.0,349890,23,0.0,0,0
Asus,Zephyrus,Intel,Core i9,11th,16,Ddr4,3072,0,Windows,32,6,Casual,1,No,No,441990.0,0,0,5.0,1,1
Smartron,T.book,Intel,Core m3,7th,4,Ddr3,128,0,Windows,64,0,Casual,0,Yes,No,42990.0,45990,6,3.5,25,6
Msi,Katana,Intel,Core i5,10th,8,Lpddr4,0,512,Dos,32,4,Casual,0,No,No,86990.0,117990,26,4.5,218,27
Acer,Aspire,Amd,Dual core,Unknown,4,Ddr4,256,0,Windows,64,0,Casual,1,No,No,29990.0,34990,14,0.0,0,0
Acer,Dual,Amd,Dual core,Unknown,4,Ddr4,256,0,Windows,64,0,Casual,1,No,No,31990.0,32990,3,4.0,762,104
Msi,Pulse,Intel,Core i5,10th,8,Lpddr4,0,512,Dos,32,6,Casual,0,No,No,109990.0,139990,21,4.6,78,16
Msi,Pulse,Intel,Core i5,10th,8,Lpddr4,0,512,Dos,32,4,Casual,0,No,No,109590.0,123990,11,4.6,5,2
Asus,Rog,Intel,Core i7,10th,16,Lpddr4x,0,512,Dos,32,6,Casual,0,No,No,146490.0,0,0,3.0,2,1
Hp,Chromebook,Intel,Dual core,10th,4,Ddr4,0,512,Dos,32,0,Casual,0,No,No,61745.0,0,0,4.6,23,4
Asus,Zenbook,Intel,Ever screenpad,10th,4,Ddr4,0,512,Dos,64,4,Casual,0,No,No,209690.0,209990,0,5.0,4,0
Asus,Zenbook,Intel,Ever screenpad,10th,4,Ddr4,0,512,Dos,64,4,Casual,0,No,No,175190.0,0,0,4.8,6,1
Alienware,Unknown,Intel,Geforce gtx,10th,8,Lpddr4,0,512,Dos,32,6,Casual,0,No,No,199990.0,223322,10,4.9,12,0
Dell,G15,Intel,Geforce gtx,10th,8,Lpddr4,0,512,Dos,32,4,Casual,0,No,No,75500.0,83557,9,4.4,28,1
Alienware,Unknown,Intel,Geforce rtx,10th,8,Lpddr4,0,512,Dos,32,8,Casual,0,No,No,345390.0,377798,8,4.6,10,3
Alienware,Unknown,Intel,Geforce rtx,10th,8,Lpddr4,0,512,Dos,32,6,Casual,0,No,No,214790.0,237937,9,4.1,13,4
Alienware,Unknown,Intel,Geforce rtx,10th,8,Lpddr4,0,512,Dos,32,8,Casual,0,No,No,269290.0,293080,8,4.0,5,2
Dell,G15,Intel,Geforce rtx,10th,4,Ddr4,0,512,Dos,32,4,Casual,0,No,No,95990.0,124078,22,4.3,20,5
Msi,Gf65,Intel,Hexa core,Unknown,16,Ddr4,512,0,Windows,64,6,Casual,2,No,No,76990.0,106990,28,4.5,298,49
Msi,Gf63,Intel,Hexa core,Unknown,8,Ddr4,256,1024,Windows,64,4,Casual,2,No,No,55990.0,72990,23,4.4,2582,272
Apple,Macbook,M1,M1,10th,8,Ddr4,256,0,Mac,64,0,Casual,1,No,No,85990.0,92900,7,4.7,6725,629
Apple,Macbook,M1,M1,10th,8,Ddr4,256,0,Mac,64,0,Casual,1,No,No,112990.0,122900,8,4.8,640,70
Apple,Macbook,M1,M1,10th,16,Ddr4,256,0,Mac,64,0,Casual,1,No,No,104990.0,112900,7,4.7,45,4
Apple,Macbook,M1,M1,10th,16,Ddr4,256,0,Mac,64,0,Casual,1,No,No,132990.0,149900,11,4.8,640,70
Apple,Macbook,M1,M1,10th,16,Ddr4,512,0,Mac,64,0,Casual,1,No,No,149990.0,163900,8,4.8,640,70
Apple,Macbook,M1,M1,10th,8,Ddr4,512,0,Mac,64,0,Casual,1,No,No,125990.0,142900,11,4.6,399,45
Apple,Macbook,M1,M1,10th,8,Ddr4,512,0,Mac,64,0,Casual,1,No,No,103990.0,117900,11,4.7,809,91
Apple,Macbook,M1,M1,10th,8,Ddr4,512,0,Mac,64,0,Casual,1,No,No,101990.0,117900,13,4.7,809,91
Apple,Macbook,M1,M1,10th,8,Ddr4,512,0,Mac,64,0,Casual,1,No,No,104990.0,110900,5,4.7,6725,629
Apple,Macbook,M1,M1,10th,8,Ddr4,512,0,Mac,64,0,Casual,1,No,No,131990.0,142900,7,4.6,399,45
Apple,Macbook,M1,M1,10th,16,Ddr4,512,0,Mac,64,0,Casual,1,No,No,128990.0,137900,6,4.7,45,4
Apple,Macbook,M1,M1,10th,16,Ddr4,512,0,Mac,64,0,Casual,1,No,No,184990.0,194900,5,4.8,42,8
Apple,Macbook,M1,M1,10th,16,Ddr4,512,0,Mac,64,0,Casual,1,No,No,225990.0,239900,5,4.8,42,8
Apple,Macbook,M1,M1,10th,4,Ddr4,512,0,Mac,64,0,Casual,1,No,No,124990.0,132900,5,4.7,45,4
Apple,Macbook,M1,M1,10th,8,Ddr4,1024,0,Mac,64,0,Casual,1,No,No,149990.0,163900,8,4.8,640,70
Apple,Macbook,M1,M1,10th,16,Ddr4,1024,0,Mac,64,0,Casual,1,No,No,169990.0,183900,7,4.8,640,70
Apple,Macbook,M1,M1,10th,16,Ddr4,1024,0,Mac,64,0,Casual,1,No,No,225990.0,239900,5,4.8,42,8
Apple,Macbook,M1,M1,10th,16,Ddr4,1024,0,Mac,64,0,Casual,1,No,No,243990.0,259900,6,4.8,42,8
Apple,Macbook,M1,M1,10th,32,Ddr4,1024,0,Mac,64,0,Casual,1,No,No,309990.0,329900,6,5.0,3,1
Dell,G7,Intel,Geforce rtx,10th,8,Lpddr4,0,512,Dos,32,8,Casual,0,No,No,179990.0,227250,20,4.5,17,2
Acer,Unknown,Intel,Genuine windows,10th,4,Ddr4,128,0,Dos,32,4,Casual,0,No,No,116640.0,0,0,0.0,0,0
Acer,Predator,Intel,Genuine windows,10th,4,Ddr4,0,512,Dos,32,4,Casual,0,No,No,129999.0,0,0,4.5,3227,693
Asus,Asus,Intel,Pentium quad,Unknown,4,Lpddr4x,0,512,Windows,64,0,Casual,0,No,No,45990.0,57990,20,0.0,0,0
Iball,Compbook,Intel,Pentium quad,Unknown,4,Ddr3,0,512,Windows,64,0,Casual,0,No,No,13990.0,19999,30,3.8,1218,209
Asus,Pentium,Intel,Pentium quad,Unknown,4,Ddr4,128,0,Windows,32,0,Casual,0,Yes,No,58100.0,69500,16,0.0,0,0
Asus,Asus,Intel,Pentium quad,Unknown,8,Lpddr4x,256,0,Windows,64,0,Casual,1,Yes,No,62990.0,78990,20,0.0,0,0
Hp,Pentium,Intel,Pentium quad,Unknown,8,Ddr4,256,0,Windows,64,0,Thinnlight,1,No,Yes,32990.0,36865,10,4.1,77,9
Asus,Vivobook,Intel,Pentium quad,Unknown,4,Ddr4,256,0,Windows,64,0,Thinnlight,1,No,Yes,33990.0,39990,15,4.3,6,0
Acer,Extensa,Intel,Pentium quad,Unknown,4,Ddr4,256,0,Windows,64,0,Casual,1,No,No,30990.0,34990,11,4.2,465,89
Dell,Inspiron,Intel,Pentium quad,Unknown,4,Ddr4,256,0,Windows,64,0,Thinnlight,1,No,No,36000.0,43000,16,4.3,102,16
Asus,Vivobook,Intel,Pentium quad,Unknown,4,Ddr4,256,0,Windows,64,0,Thinnlight,1,No,Yes,32990.0,39990,17,4.3,7,1
Dell,Inspiron,Intel,Pentium quad,Unknown,4,Ddr4,256,0,Windows,64,0,Casual,1,No,No,35990.0,40000,10,0.0,0,0
Asus,Pentium,Intel,Pentium quad,Unknown,4,Lpddr4,0,1024,Windows,64,0,Casual,0,No,No,27990.0,33990,17,0.0,0,0
Asus,Pentium,Intel,Pentium quad,Unknown,4,Ddr4,0,1024,Windows,64,0,Casual,1,No,No,25990.0,40108,35,3.7,4741,658
Asus,Pentium,Intel,Pentium quad,Unknown,4,Ddr4,0,1024,Windows,64,0,Casual,1,No,No,25990.0,30990,16,3.8,2736,350
Asus,Asus,Intel,Pentium quad,Unknown,4,Ddr4,0,1024,Windows,64,0,Casual,0,No,No,30780.0,36990,16,0.0,0,0
Asus,Vivobook,Intel,Pentium silver,Unknown,4,Ddr4,256,0,Windows,64,0,Thinnlight,0,No,No,29990.0,38990,23,4.0,36,3
Asus,Eeebook,Intel,Pentium silver,Unknown,4,Ddr4,256,0,Windows,64,0,Thinnlight,0,No,No,31990.0,40990,21,3.8,5,0
Lenovo,Legion,Intel,Genuine windows,10th,4,Ddr4,0,512,Dos,32,4,Casual,0,No,No,77890.0,110890,29,4.4,208,57
Hp,Ryzen,Amd,Ryzen 3,Unknown,8,Ddr4,256,0,Windows,64,0,Thinnlight,1,No,No,37990.0,46055,17,4.3,2214,241
Asus,Ryzen,Amd,Ryzen 3,Unknown,8,Ddr4,256,0,Windows,64,0,Thinnlight,1,No,No,35990.0,46990,23,4.3,2886,375
Dell,Inspiron,Amd,Ryzen 3,Unknown,8,Ddr4,256,0,Windows,64,0,Thinnlight,0,No,No,39490.0,49714,20,4.3,34,4
Dell,Inspiron,Amd,Ryzen 3,Unknown,8,Ddr4,256,0,Windows,64,0,Thinnlight,0,No,No,36990.0,50586,26,4.2,137,15
Dell,Ryzen,Amd,Ryzen 3,Unknown,8,Ddr4,256,0,Windows,64,0,Thinnlight,1,No,No,39990.0,53640,25,4.6,7,0
Asus,Ryzen,Amd,Ryzen 3,Unknown,4,Ddr4,256,0,Windows,64,0,Thinnlight,1,No,No,33690.0,37990,11,4.2,170,26
Dell,Inspiron,Amd,Ryzen 3,Unknown,8,Ddr4,256,0,Windows,64,0,Thinnlight,0,No,No,40590.0,50132,19,0.0,0,0
Asus,Vivobook,Amd,Ryzen 3,Unknown,4,Ddr4,256,0,Windows,64,0,Casual,1,No,No,37990.0,46990,19,4.2,39,3
Asus,Vivobook,Amd,Ryzen 3,Unknown,4,Ddr4,256,0,Windows,64,0,Thinnlight,1,No,Yes,34500.0,42990,19,4.3,2886,375
Acer,Aspire,Amd,Ryzen 3,Unknown,8,Ddr4,512,0,Windows,64,0,Casual,1,No,No,36990.0,44999,17,4.6,11,2
Hp,Ryzen,Amd,Ryzen 3,Unknown,8,Ddr4,512,0,Windows,64,0,Thinnlight,0,No,No,43490.0,52990,17,4.6,163,33
Hp,Ryzen,Amd,Ryzen 3,Unknown,8,Ddr4,512,0,Windows,64,0,Thinnlight,1,No,Yes,41490.0,51748,19,4.2,153,21
Acer,Aspire,Amd,Ryzen 3,Unknown,4,Ddr4,512,0,Windows,64,0,Casual,0,No,No,34990.0,42999,18,0.0,0,0
Hp,15s,Amd,Ryzen 3,Unknown,4,Ddr4,512,0,Windows,64,0,Thinnlight,1,No,Yes,44490.0,49000,9,4.3,267,42
Dell,Vostro,Amd,Ryzen 3,Unknown,4,Ddr4,512,0,Windows,64,0,Thinnlight,0,No,No,40590.0,51105,20,0.0,0,0
Dell,Inspiron,Amd,Ryzen 3,Unknown,8,Ddr4,512,0,Windows,64,0,Thinnlight,0,No,No,42090.0,56771,25,3.3,3,0
Dell,Vostro,Amd,Ryzen 3,Unknown,8,Ddr4,0,1024,Windows,64,0,Thinnlight,1,No,Yes,35990.0,50651,28,4.1,59,12
Hp,15s,Amd,Ryzen 3,Unknown,8,Ddr4,0,1024,Windows,64,0,Thinnlight,1,No,Yes,39490.0,40957,3,4.2,7291,895
Dell,Inspiron,Amd,Ryzen 3,Unknown,8,Ddr4,0,1024,Windows,64,0,Thinnlight,0,No,No,37390.0,50149,25,4.2,38,5
Dell,Inspiron,Amd,Ryzen 3,Unknown,4,Ddr4,0,1024,Windows,64,0,Thinnlight,1,No,Yes,52632.0,0,0,0.0,0,0
Dell,Inspiron,Amd,Ryzen 3,Unknown,4,Ddr4,0,1024,Windows,64,0,Casual,1,No,Yes,39990.0,49613,19,4.1,409,39
Dell,Dell,Amd,Ryzen 3,Unknown,4,Ddr4,0,1024,Windows,64,0,Casual,1,No,No,43990.0,49999,12,0.0,0,0
Hp,15q,Amd,Ryzen 3,Unknown,4,Ddr4,0,1024,Windows,64,0,Casual,1,No,No,32917.0,0,0,4.0,353,58
Lenovo,Ryzen,Amd,Ryzen 3,Unknown,4,Ddr4,0,1024,Windows,64,0,Casual,0,No,No,34990.0,36923,5,3.3,38,6
Dell,Inspiron,Amd,Ryzen 3,Unknown,8,Ddr4,0,1024,Windows,64,0,Thinnlight,0,No,No,39990.0,51574,22,3.1,18,4
Hp,15s,Amd,Ryzen 3,Unknown,8,Ddr4,256,1024,Windows,64,0,Casual,1,No,Yes,41999.0,48294,13,4.3,3524,432
Hp,Chromebook,Mediatek,Mediatek kompanio,10th,4,Ddr4,0,512,Dos,32,0,Casual,0,No,No,22990.0,26663,13,3.8,4623,553
Hp,Chromebook,Mediatek,Mediatek kompanio,10th,4,Lpddr4x,0,512,Dos,32,0,Casual,0,No,No,22490.0,24845,9,3.8,4623,553
Hp,Chromebook,Mediatek,Mediatek kompanio,10th,4,Lpddr4x,0,512,Dos,32,0,Casual,0,No,No,22990.0,24845,7,3.8,4623,553
Microsoft,Surface,Amd,Ryzen 5,Unknown,4,Ddr4,128,0,Windows,64,0,Casual,0,Yes,No,99990.0,124999,20,3.8,9,0
Dell,Vostro,Amd,Ryzen 5,Unknown,8,Ddr4,256,0,Windows,64,0,Casual,1,No,Yes,41990.0,59580,29,4.3,939,107
Dell,Inspiron,Amd,Ryzen 5,Unknown,8,Ddr4,256,0,Windows,64,0,Thinnlight,1,No,No,44490.0,58194,23,4.2,14,1
Dell,Inspiron,Amd,Ryzen 5,Unknown,8,Ddr4,256,0,Windows,64,0,Casual,1,No,Yes,41990.0,49613,15,4.4,649,84
Dell,Vostro,Amd,Ryzen 5,Unknown,8,Ddr4,256,0,Windows,64,0,Thinnlight,1,No,Yes,44490.0,58286,23,4.3,8,2
Msi,Modern,Amd,Ryzen 5,Unknown,4,Ddr4,256,0,Windows,64,0,Casual,1,No,No,49990.0,67990,26,0.0,0,0
Dell,Inspiron,Amd,Ryzen 5,Unknown,4,Ddr4,256,0,Windows,64,0,Thinnlight,1,No,No,44390.0,56573,21,4.0,276,24
Hp,Pavilion,Amd,Ryzen 5,Unknown,8,Ddr4,512,0,Windows,64,4,Casual,1,No,No,57990.0,70172,17,4.5,4740,532
Lenovo,Ideapad,Amd,Ryzen 5,Unknown,8,Ddr4,512,0,Windows,64,4,Gaming,1,No,Yes,56990.0,83890,32,4.5,162,15
Lenovo,Ideapad,Amd,Ryzen 5,Unknown,8,Ddr4,512,0,Windows,64,0,Thinnlight,1,No,No,48990.0,68990,28,4.4,219,27
Hp,Ryzen,Amd,Ryzen 5,Unknown,8,Ddr4,512,0,Windows,64,0,Thinnlight,1,No,Yes,49970.0,59808,16,4.5,193,28
Msi,Modern,Amd,Ryzen 5,Unknown,8,Ddr4,512,0,Windows,64,0,Casual,0,No,No,47990.0,61990,22,4.6,562,89
Hp,Ryzen,Amd,Ryzen 5,Unknown,8,Ddr4,512,0,Windows,64,0,Thinnlight,1,No,Yes,48990.0,60959,19,4.4,45,5
Acer,Swift,Amd,Ryzen 5,Unknown,8,Lpddr4x,512,0,Windows,64,0,Thinnlight,1,No,No,53990.0,89999,40,4.9,7,0
Lenovo,Ideapad,Amd,Ryzen 5,Unknown,8,Ddr4,512,0,Windows,64,0,Casual,1,No,Yes,52990.0,78290,32,4.2,39,5
Acer,Aspire,Amd,Ryzen 5,Unknown,8,Ddr4,512,0,Windows,64,0,Casual,1,No,No,43990.0,52999,16,0.0,0,0
Lenovo,Ideapad,Amd,Ryzen 5,Unknown,8,Ddr4,512,0,Windows,64,4,Gaming,0,No,No,59490.0,89490,33,4.5,92,10
Msi,Bravo,Amd,Ryzen 5,Unknown,8,Ddr4,512,0,Windows,64,4,Casual,0,No,No,64990.0,83990,22,4.5,469,80
Dell,Vostro,Amd,Ryzen 5,Unknown,8,Ddr4,512,0,Windows,64,0,Thinnlight,0,No,No,47490.0,61740,23,2.5,2,1
Hp,Hp,Amd,Ryzen 5,Unknown,8,Ddr4,512,0,Windows,64,4,Casual,1,No,No,59990.0,76020,21,4.4,1978,188
Lenovo,Legion,Amd,Ryzen 5,Unknown,8,Ddr4,512,0,Windows,64,4,Casual,0,No,No,69990.0,107690,35,4.3,9,0
Hp,15-ec1105ax,Amd,Ryzen 5,Unknown,8,Ddr4,512,0,Windows,64,4,Casual,1,No,No,58990.0,70172,15,4.5,1049,134
Dell,Vostro,Amd,Ryzen 5,Unknown,8,Ddr4,512,0,Windows,64,0,Thinnlight,1,No,No,59490.0,61060,2,4.6,74,18
Hp,Pavilion,Amd,Ryzen 5,Unknown,16,Ddr4,512,0,Windows,64,0,Thinnlight,1,No,Yes,67500.0,75049,10,4.4,196,19
Hp,Ryzen,Amd,Ryzen 5,Unknown,8,Ddr4,512,0,Windows,32,0,Casual,0,No,No,48990.0,60959,19,4.6,17,1
Asus,Vivobook,Amd,Ryzen 5,Unknown,8,Ddr4,512,0,Windows,64,0,Casual,1,Yes,Yes,62450.0,74990,16,4.4,172,36
Asus,Vivobook,Amd,Ryzen 5,Unknown,8,Ddr4,512,0,Windows,64,0,Casual,1,No,No,58990.0,73990,20,4.4,324,34
Asus,Apu,Amd,Quad,10th,4,Ddr4,0,512,Dos,32,0,Casual,0,No,No,19990.0,23390,14,4.0,2887,476
Hp,Pavilion,Amd,Ryzen 5,Unknown,8,Ddr4,512,0,Windows,64,0,Thinnlight,1,No,Yes,57999.0,70419,17,4.5,86,15
Asus,Vivobook,Amd,Ryzen 5,Unknown,16,Ddr4,512,0,Windows,64,0,Casual,0,No,No,56990.0,80990,29,4.8,4,1
Hp,Pavilion,Amd,Ryzen 5,Unknown,8,Ddr4,512,0,Windows,64,4,Casual,1,No,Yes,72990.0,87717,16,4.7,16,4
Hp,Pavilion,Amd,Ryzen 5,Unknown,16,Ddr4,512,0,Windows,64,0,Casual,1,No,Yes,65990.0,89992,26,4.4,104,18
Hp,Envy,Amd,Ryzen 5,Unknown,16,Ddr4,512,0,Windows,64,0,Casual,1,Yes,Yes,98020.0,0,0,0.0,0,0
Hp,Pavilion,Amd,Ryzen 5,Unknown,16,Ddr4,512,0,Windows,64,2,Casual,1,No,Yes,63990.0,74839,14,4.2,90,13
Asus,Ryzen,Amd,Ryzen 5,Unknown,8,Ddr4,512,0,Windows,32,0,Thinnlight,1,No,Yes,49890.0,69990,28,4.7,6,1
Dell,Inspiron,Amd,Ryzen 5,Unknown,8,Ddr4,512,0,Windows,64,0,Thinnlight,1,No,Yes,49990.0,66161,24,4.4,47,7
Dell,Vostro,Amd,Ryzen 5,Unknown,8,Ddr4,512,0,Windows,64,0,Thinnlight,1,No,Yes,59490.0,65566,9,0.0,0,0
Hp,Envy,Amd,Ryzen 5,Unknown,8,Ddr4,512,0,Windows,64,0,Casual,1,Yes,Yes,73999.0,88840,16,4.6,206,27
Dell,Inspiron,Amd,Ryzen 5,Unknown,4,Ddr4,512,0,Windows,64,0,Thinnlight,1,No,Yes,60990.0,67861,10,4.4,183,42
Dell,G5,Amd,Ryzen 5,Unknown,4,Ddr4,512,0,Windows,64,6,Casual,0,No,No,76190.0,80996,5,4.4,358,64
Lenovo,Yoga,Amd,Ryzen 5,Unknown,4,Lpddr4x,512,0,Windows,64,0,Thinnlight,3,Yes,Yes,74798.0,104890,28,0.0,0,0
Asus,Vivobook,Amd,Ryzen 5,Unknown,4,Ddr4,512,0,Windows,64,0,Casual,1,No,No,58990.0,73990,20,4.3,88,13
Hp,Ryzen,Amd,Ryzen 5,Unknown,4,Ddr4,512,0,Windows,32,4,Casual,0,No,No,68100.0,78900,13,0.0,0,0
Lenovo,Yoga,Amd,Ryzen 5,Unknown,4,Ddr4,512,0,Windows,64,0,Thinnlight,1,Yes,Yes,77990.0,104890,25,0.0,0,0
Hp,Pavilion,Amd,Ryzen 5,Unknown,4,Ddr4,512,0,Windows,64,0,Thinnlight,1,No,Yes,55090.0,67931,18,4.4,364,52
Asus,Zenbook,Amd,Ryzen 5,Unknown,4,Lpddr4x,512,0,Windows,64,0,Casual,0,Yes,No,91990.0,116990,21,0.0,0,0
Hp,Pavilion,Amd,Ryzen 5,Unknown,4,Ddr4,512,0,Windows,64,0,Casual,1,No,Yes,84208.0,0,0,0.0,0,0
Acer,Aspire,Amd,Ryzen 5,Unknown,4,Ddr4,512,0,Windows,64,0,Casual,1,No,No,44990.0,56990,21,4.4,313,39
Hp,15s,Amd,Ryzen 5,Unknown,4,Ddr4,512,0,Windows,64,0,Thinnlight,1,No,Yes,53490.0,59990,10,4.4,826,118
Lenovo,Legion,Amd,Ryzen 5,Unknown,4,Ddr4,512,0,Windows,64,4,Casual,0,No,No,76498.0,107690,28,0.0,0,0
Dell,Ryzen,Amd,Ryzen 5,Unknown,4,Ddr4,512,0,Windows,64,4,Casual,1,No,No,98920.0,101681,2,0.0,0,0
