Laptop,Status,Brand,Model,CPU,RAM,Storage,Storage type,GPU,Screen,Touch,Final Price
"Gigabyte AERO 15 OLED XA-7ES5130SD Intel Core i7-9750H/16GB/512GB SSD/RTX 2070/15.6""",Refurbished,Gigabyte,Aero,Intel Core i7,16,512,SSD,RTX 2070,15.6,No,92208.02
"Gigabyte AERO 15 OLED XD-73ES624SR Intel Core i7-11800H/16GB/1TB SSD/RTX 3070/15.6""",Refurbished,Gigabyte,Aero,Intel Core i7,16,1000,SSD,RTX 3070,15.6,No,157617.0
"Gigabyte AERO 15 OLED XD-73ES644SP Intel Core i7-11800H/32GB/1TB SSD/RTX 3070/15.6""",Refurbished,Gigabyte,Aero,Intel Core i7,32,1000,SSD,RTX 3070,15.6,No,129288.27
"Gigabyte AERO 15 XA-7ES2130SH Intel Core i7-9750H/16GB/512GB SSD/RTX 2070Q/15.6""",Refurbished,Gigabyte,Aero,Intel Core i7,16,512,SSD,RTX 2070,15.6,No,133230.77000000002
"Gigabyte AERO 15 XB-7ES1130SH Intel Core i7-10750H/16GB/512GB SSD/RTX 2070 SUPER/15.6""",Refurbished,Gigabyte,Aero,Intel Core i7,16,512,SSD,RTX 2070,15.6,No,104911.17
"Gigabyte AERO 16 YE5-94ES948HP Intel Core i9-12900HK/32GB/2TB SSD/RTX 3080Ti/16""",Refurbished,Gigabyte,Aero,Intel Core i9,32,2000,SSD,RTX 3080,16.0,No,315317.0
"Gigabyte AERO 17 HDR WB-8ES4130SH Intel Core i7-10875H/16GB/512GB SSD/RTX 2070/17.3""",Refurbished,Gigabyte,Aero,Intel Core i7,16,512,SSD,RTX 2070,17.3,No,187400.72
"Gigabyte AORUS 15G KB-7ES1130MD Intel Core i7-10750H/16GB/512GB SSD/RTX 2060/15.6""",Refurbished,Gigabyte,Aorus,Intel Core i7,16,512,SSD,RTX 2060,15.6,No,67104.67
"Gigabyte AORUS 15G WB-8ES2130MD Intel Core i7-10875H/16GB/512GB SSD/RTX 2070/15.6""",Refurbished,Gigabyte,Aorus,Intel Core i7,16,512,SSD,RTX 2070,15.6,No,80189.62
"Gigabyte AORUS 15G XB-8ES2130MD Intel Core i7-10875H/16GB/512GB SSD/RTX 2070 SUPER/15.6""",Refurbished,Gigabyte,Aorus,Intel Core i7,16,512,SSD,RTX 2070,15.6,No,86813.02
"Gigabyte AORUS 15P KB-7ES1130SD Intel Core i7-10750/16GB/512GB SSD/RTX 2060/15.6""",Refurbished,Gigabyte,Aorus,Intel Core i7,16,512,SSD,RTX 2060,15.6,No,77662.27
"Gigabyte AORUS 15P KC-8ES2130SH Intel Core i7-10870H/16GB/512GB SSD/RTX 3060/15.6""",Refurbished,Gigabyte,Aorus,Intel Core i7,16,512,SSD,RTX 3060,15.6,No,86588.92
"Gigabyte AORUS 15P KD-72ES224SH Intel Core i7-11800H/16GB/1TB SSD/RTX 3060/15.6""",Refurbished,Gigabyte,Aorus,Intel Core i7,16,1000,SSD,RTX 3060,15.6,No,132717.0
"Gigabyte AORUS 15P XC-8ES2430SH Intel Core i7-10870H/32GB/512GB SSD/RTX 3070/15.6""",Refurbished,Gigabyte,Aorus,Intel Core i7,32,512,SSD,RTX 3070,15.6,No,107978.02
"Gigabyte AORUS 15P XD Intel Core i7-11800H/16GB/1TB SSD/RTX 3070/15.6""",Refurbished,Gigabyte,Aorus,Intel Core i7,16,1000,SSD,RTX 3070,15.6,No,141017.0
"Gigabyte AORUS 15P XD-73ES324SH Intel Core i7-11800H/16GB/1TB SSD/RTX 3070/15.6""",Refurbished,Gigabyte,Aorus,Intel Core i7,16,1000,SSD,RTX 3070,15.6,No,108297.56999999999
"Gigabyte AORUS 17 YE5-74ES544SH Intel Core i7-12700H/32GB/1TB SSD/RTX 3080Ti/17.3""",Refurbished,Gigabyte,Aorus,Intel Core i7,32,1000,SSD,RTX 3080,17.3,No,257217.0
"Gigabyte AORUS 17G XC-8ES6430RH Intel Core i7-10870H/32GB/512GB SSD/RTX 3070/17.3""",Refurbished,Gigabyte,Aorus,Intel Core i7,32,512,SSD,RTX 3070,17.3,No,122706.37000000001
"Gigabyte AORUS 5 KE4-72ES314SO Intel Core i7-12700H/16GB/1TB SSD/RTX 3060/15.6""",Refurbished,Gigabyte,Aorus,Intel Core i7,16,1000,SSD,RTX 3060,15.6,No,141017.0
"Gigabyte Aorus 15-SA-7ES0250D Intel Core i7-9750H/16GB/512GB SSD/GTX 1660Ti/15.6""",Refurbished,Gigabyte,Aorus,Intel Core i7,16,512,SSD,GTX 1660,15.6,No,69324.92
"HP 15S-EQ2127NS AMD Ryzen 3 5300U/8GB/256GB SSD/15.6""",Refurbished,HP,15S,AMD Ryzen 3,8,256,SSD,Unknown,15.6,No,37267.0
"HP 15S-FQ1169NS Intel Core i5-1035G1/8GB/512GB SSD/15.6""",Refurbished,HP,15S,Intel Core i5,8,512,SSD,Unknown,15.6,No,33838.27
"HP 15S-FQ4052NS Intel Core i5-1155G7/8GB/512GB SSD/15.6""",Refurbished,HP,15S,Intel Core i5,8,512,SSD,Unknown,15.6,No,46105.67
"HP 15S-fq2005ns Intel Core i5-1135G7/8GB/512GB SSD/15.6""",Refurbished,HP,15S,Intel Core i5,8,512,SSD,Unknown,15.6,No,34965.409999999996
"HP 15S-fq2095ns Intel Core i3-1115G4/8GB/256GB SSD/15.6""",Refurbished,HP,15S,Intel Core i3,8,256,SSD,Unknown,15.6,No,27766.820000000003
"HP 15S-fq2159ns Intel Core i3-1115G4/8GB/256GB SSD/15.6"" + Microsoft 365 Personal 12 Meses",New,HP,15S,Intel Core i3,8,256,SSD,Unknown,15.6,No,50542.020000000004
"HP 15S-fq4027ns Intel Core i5-1155G7/8GB/512GB SSD/15.6""",Refurbished,HP,15S,Intel Core i5,8,512,SSD,Unknown,15.6,No,39507.17
"HP 250 G8 Intel Core i3-1115G4/8GB/512GB SSD/15.6""",Refurbished,HP,250,Intel Core i3,8,512,SSD,Unknown,15.6,No,32593.27
"HP 255 G8 AMD Ryzen 5 3500U/8GB/256 GB SSD/15.6""",Refurbished,HP,255,AMD Ryzen 5,8,256,SSD,Unknown,15.6,No,34087.27
"HP EliteBook 650 G9 Intel Core i7-1255U/8GB/512GB SSD/15.6""",Refurbished,HP,EliteBook,Intel Core i7,8,512,SSD,Unknown,15.6,No,137286.15
"HP EliteBook 830 G6 Intel Core i5-8265U/8GB/256GB SSD/13.3""",Refurbished,HP,EliteBook,Intel Core i5,8,256,SSD,Unknown,13.3,No,60248.869999999995
"HP EliteBook 830 G8 Intel Core i5-1135G7/8GB/256GB SSD/13.3""",Refurbished,HP,EliteBook,Intel Core i5,8,256,SSD,Unknown,13.3,No,139275.66
"HP EliteBook 830 G8 Intel Core i7-1165G7/16GB/512GB SSD/13.3""",Refurbished,HP,EliteBook,Intel Core i7,16,512,SSD,Unknown,13.3,No,161311.33
"HP EliteBook 840 G4 Intel Core  i7-7500U/8GB/256GB SSD/14""",Refurbished,HP,EliteBook,Intel Core i7,8,256,SSD,Unknown,14.0,No,44654.0
"HP EliteBook 840 G8 Intel Core i7-1165G7/16GB/512GB SSD/14""",Refurbished,HP,EliteBook,Intel Core i7,16,512,SSD,Unknown,14.0,No,140191.97999999998
"HP EliteBook 850 G6 Intel Core i5-8265U/8GB/256GB SSD/15.6""",Refurbished,HP,EliteBook,Intel Core i5,8,256,SSD,Unknown,15.6,No,43160.0
"HP EliteBook 850 G7 Intel Core i5-10210U/8GB/256GB SSD/15.6""",Refurbished,HP,EliteBook,Intel Core i5,8,256,SSD,Unknown,15.6,No,89146.98
"HP EliteBook 850 G8 Intel Core i7-1165G7/16GB/512GB SSD/15.6""",Refurbished,HP,EliteBook,Intel Core i7,16,512,SSD,Unknown,15.6,No,156807.75
"HP EliteBook x360 1030 G4 Intel Core i5-8265U/8GB/256GB SSD/13.3"" Táctil",Refurbished,HP,EliteBook,Intel Core i5,8,256,SSD,Unknown,13.3,Yes,71878.0
"HP Essential 255 G8 AMD Ryzen 5 5500U/8GB/512GB SSD/15.6""",Refurbished,HP,255,AMD Ryzen 5,8,512,SSD,Unknown,15.6,No,49717.0
"HP OMEN 15-DC0005NS Intel Core i7-8750H/8GB/1TB/GTX 1050/15.6""",Refurbished,HP,Omen,Intel Core i7,8,1000,Unknown,GTX 1050,15.6,No,65129.270000000004
"HP OMEN 15-EN0004NS AMD Ryzen 7 4800H/16GB/1TB SSD/RTX 2060/15.6""",Refurbished,HP,Omen,AMD Ryzen 7,16,1000,SSD,RTX 2060,15.6,No,71665.52
"HP OMEN 16-C0045NS AMD Ryzen 9 5900HX/16GB/1TB SSD/RTX 3070/16.1""",Refurbished,HP,Omen,AMD Ryzen 9,16,1000,SSD,RTX 3070,16.1,No,103118.37000000001
"HP OMEN 16-b0045ns Intel Core i7-11800H/16GB/1TB SSD/RTX 3060/16.1""",Refurbished,HP,Omen,Intel Core i7,16,1000,SSD,RTX 3060,16.1,No,124417.0
"HP OMEN 16-b0046ns Intel Core i7-11800H/32GB/1TB SSD/RTX 3060/16.1""",Refurbished,HP,Omen,Intel Core i7,32,1000,SSD,RTX 3060,16.1,No,99487.12000000001
"HP OMEN 16-c0013ns AMD Ryzen 7 5800H/16GB/512GB SSD/RTX 3050Ti/16.1""",Refurbished,HP,Omen,AMD Ryzen 7,16,512,SSD,RTX 3050,16.1,No,68834.39
"HP OMEN 17-CB1005NS Intel Core i7-10750H/32GB/1TB SSD/RTX 2080 SUPER/17.3""",Refurbished,HP,Omen,Intel Core i7,32,1000,SSD,RTX 2080,17.3,No,107654.31999999999
"HP OMEN 17-ck0014ns Intel Core i7-11800H/32GB/1TB SSD/RTX 3070/17.3""",Refurbished,HP,Omen,Intel Core i7,32,1000,SSD,RTX 3070,17.3,No,133334.52000000002
"HP Omen 15-EK0004NS Intel Core i7-10750H/16GB/1TB SSD/RTX 2070/15.6""",Refurbished,HP,Omen,Intel Core i7,16,1000,SSD,RTX 2070,15.6,No,75682.72
"HP Omen 15-EN0002NS AMD Ryzen 7 4800H/16GB/1TB SSD/GTX 1650Ti/15.6""",Refurbished,HP,Omen,AMD Ryzen 7,16,1000,SSD,GTX 1650,15.6,No,56177.72
"HP Omen 15-en1004ns AMD Ryzen 7 5800H/16GB/1TB SSD/RTX 3070/15.6""",Refurbished,HP,Omen,AMD Ryzen 7,16,1000,SSD,RTX 3070,15.6,No,99599.17
"HP Omen 15-en1011ns AMD Ryzen 7 5800H/16GB/1TB SSD/RTX 3060/15.6""",Refurbished,HP,Omen,AMD Ryzen 7,16,1000,SSD,RTX 3060,15.6,No,75732.52
"HP Pavilion Gaming 15-EC1012NS AMD Ryzen 7 4800H/16GB/512GB SSD/GTX 1650Ti/15.6""",Refurbished,HP,Pavilion,AMD Ryzen 7,16,512,SSD,GTX 1650,15.6,No,51587.82
"HP Pavilion Gaming 16-A0008NS Intel Core i5-10300H/8GB/512GB SSD/GTX 1050/16.1""",Refurbished,HP,Pavilion,Intel Core i5,8,512,SSD,GTX 1050,16.1,No,45266.54
"HP Pavilion Gaming 16-A0010NS Intel Core i7-10750H/16GB/512GB SSD/GTX 1650Ti/16.1""",Refurbished,HP,Pavilion,Intel Core i7,16,512,SSD,GTX 1650,16.1,No,53214.619999999995
"HP Pavilion Gaming 16-A0029NS Intel Core i7-10750H/16GB/512GB SSD/RTX 2060/16.1""",Refurbished,HP,Pavilion,Intel Core i7,16,512,SSD,RTX 2060,16.1,No,59091.020000000004
"HP Pavilion Gaming 17-CD1000NS Intel Core i7-10750H/8GB/512GB SSD/GTX 1650/17.3""",Refurbished,HP,Pavilion,Intel Core i7,8,512,SSD,GTX 1650,17.3,No,55060.54
"HP Pavilion Laptop 14-CE3008NS Intel Core i5-1035G1/8GB/512GB SSD/MX130/14""",Refurbished,HP,Pavilion,Intel Core i5,8,512,SSD,MX 130,14.0,No,46939.82
"HP ProBook 430 G7 Intel Core i5-10210U/8GB/256GB SSD/13.3""",Refurbished,HP,ProBook,Intel Core i5,8,256,SSD,Unknown,13.3,No,62249.17
"HP ProBook 440 G8 Intel Core i5-1135G7/8GB/256GB SSD/14""",Refurbished,HP,ProBook,Intel Core i5,8,256,SSD,Unknown,14.0,No,110821.6
"HP ProBook 450 G6 Intel Core i5-8265U/8GB/256GB SSD/15.6""",Refurbished,HP,ProBook,Intel Core i5,8,256,SSD,Unknown,15.6,No,47309.17
"HP ProBook 450 G7 Intel Core i5-10210U/8GB/256GB SSD/15.6""",Refurbished,HP,ProBook,Intel Core i5,8,256,SSD,Unknown,15.6,No,85646.87000000001
"HP ProBook 450 G8 Intel Core i5-1135G7/16GB/512GB SSD/15.6""",Refurbished,HP,ProBook,Intel Core i5,16,512,SSD,Unknown,15.6,No,107746.45000000001
"HP ProBook 450 G8 Intel Core i7-1165G7/16GB/512GB SSD/15.6""",Refurbished,HP,ProBook,Intel Core i7,16,512,SSD,Unknown,15.6,No,133057.3
"HP Victus 16-d0031ns Intel Core i5-11400H/16GB/512GB SSD/GTX 1650/16.1""",Refurbished,HP,Victus,Intel Core i5,16,512,SSD,GTX 1650,16.1,No,51856.74
"HP Victus 16-e0030ns AMD Ryzen 5 5600H/16GB/512GB SSD/RTX 3050/16.1""",Refurbished,HP,Victus,AMD Ryzen 5,16,512,SSD,RTX 3050,16.1,No,61074.72
"HP ZBook Firefly 14 G8 Intel Core i7-1165G7/16GB/512GB SSD/14""",Refurbished,HP,Zbook,Intel Core i7,16,512,SSD,Unknown,14.0,No,134415.18
"HP ZBook Firefly 15 G8 Intel Core i7-1165G7/16 GB/512GB SSD/Quadro T500/15.6""",Refurbished,HP,Zbook,Intel Core i7,16,512,SSD,T 500,15.6,No,222259.88999999998
"HP ZBook Fury G8 Intel Core i7-11800H/16 GB/512GB SSD/RTX A3000/15.6""",Refurbished,HP,Zbook,Intel Core i7,16,512,SSD,RTX A3000,15.6,No,319384.83
"HP ZBook Fury G8 Intel Core i9-11900H/32GB/1TB SSD/RTX A4000/15.6""",Refurbished,HP,Zbook,Intel Core i9,32,1000,SSD,Unknown,15.6,No,398868.94999999995
"LG 15U70N Intel Core i7-10510U/16GB/512GB SSD/GTX1050/15.6""",Refurbished,LG,15U70N,Intel Core i7,16,512,SSD,GTX 1050,15.6,No,58451.92
"LG Gram 13Z990-G Intel Core i5-8265U/8GB/256GB SSD/13.3""",Refurbished,LG,Gram,Intel Core i5,8,256,SSD,Unknown,13.3,No,50550.32
"LG Gram 14Z90P Intel Evo Core i5-1135G7/8GB/512GB SSD/14""",Refurbished,LG,Gram,Intel Evo Core i5,8,512,SSD,Unknown,14.0,No,58206.24
"LG Gram 17Z90P Intel Core i7-1165G7/32GB/1TB SSD/17""",Refurbished,LG,Gram,Intel Core i7,32,1000,SSD,Unknown,17.0,No,118207.77
"Lenovo IdeaPad 1 15ADA7 AMD Ryzen 5 3500U/8GB/512GB SSD/15.6""",Refurbished,Lenovo,IdeaPad,AMD Ryzen 5,8,512,SSD,Unknown,15.6,No,47230.32
"Lenovo IdeaPad 3 14IIL05 Intel Core i5-1035G1/8GB/512GB SSD/14""",Refurbished,Lenovo,IdeaPad,Intel Core i5,8,512,SSD,Unknown,14.0,No,58017.0
"Lenovo IdeaPad 3 14ITL6 Intel Core i5-1135G7/8GB/512GB SSD/14""",Refurbished,Lenovo,IdeaPad,Intel Core i5,8,512,SSD,Unknown,14.0,No,53867.0
"Lenovo IdeaPad 3 15ADA05 AMD 3020e/8GB/256GB SSD/15.6""",Refurbished,Lenovo,IdeaPad,AMD 3020e,8,256,SSD,Unknown,15.6,No,24817.0
"Lenovo IdeaPad 3 15ALC6 AMD Ryzen 5 5500U/16GB/512GB SSD/15.6""",Refurbished,Lenovo,IdeaPad,AMD Ryzen 5,16,512,SSD,Unknown,15.6,No,83852.41
"Lenovo IdeaPad 3 15ALC6 AMD Ryzen 5 5500U/8GB/512GB SSD/15.6""",Refurbished,Lenovo,IdeaPad,AMD Ryzen 5,8,512,SSD,Unknown,15.6,No,59247.89000000001
"Lenovo IdeaPad 3 15IAU7 Intel Core i5-1235U/16GB/512GB SSD/15.6"" + Microsoft 365 Personal 12 Meses Descarga Digital",New,Lenovo,IdeaPad,Intel Core i5,16,512,SSD,Unknown,15.6,No,71462.17
"Lenovo IdeaPad 3 15IGL05 Intel Celeron N4020/8GB/256GB SSD/15.6""",Refurbished,Lenovo,IdeaPad,Intel Celeron,8,256,SSD,Unknown,15.6,No,39918.85
"Lenovo IdeaPad 3 15IIL05 Intel Core i3-1005G1/8GB/256GB SSD/15.6""",Refurbished,Lenovo,IdeaPad,Intel Core i3,8,256,SSD,Unknown,15.6,No,25488.469999999998
"Lenovo IdeaPad 3i 15ITL6 Gen 6 Intel Core i3-1115G4/8GB/512GB SSD/15.6""",Refurbished,Lenovo,IdeaPad,Intel Core i3,8,512,SSD,Unknown,15.6,No,59742.57
"Lenovo IdeaPad 5 15IIL05 Intel Core i7-1065G7/16 GB/512GB SSD/15.6""",Refurbished,Lenovo,IdeaPad,Intel Core i7,16,512,SSD,Unknown,15.6,No,71949.38
"Lenovo IdeaPad 5 15IIL05 Intel Core i7-1065G7/8 GB/512GB SSD/15.6""",Refurbished,Lenovo,IdeaPad,Intel Core i7,8,512,SSD,Unknown,15.6,No,77541.92
"Lenovo IdeaPad 5 Pro 14ITL6 Intel Core i5-1135G7/16GB/512GB SSD/14""",Refurbished,Lenovo,IdeaPad,Intel Core i5,16,512,SSD,Unknown,14.0,No,82917.0
"Lenovo IdeaPad C340-14IML Intel Core i7-10510U/8GB/512GB SSD/14"" Táctil",Refurbished,Lenovo,IdeaPad,Intel Core i7,8,512,SSD,Unknown,14.0,Yes,74617.0
"Lenovo IdeaPad C340-14IWL Intel Core i3-8145U/8GB/256GB SSD/14"" Táctil",Refurbished,Lenovo,IdeaPad,Intel Core i3,8,256,SSD,Unknown,14.0,Yes,44586.770000000004
"Lenovo IdeaPad Flex 5 14ALC05 AMD Ryzen 7 5700U/8GB/512GB SSD/14"" Táctil",Refurbished,Lenovo,IdeaPad,AMD Ryzen 7,8,512,SSD,Unknown,14.0,Yes,66317.0
"Lenovo IdeaPad Gaming 3 15ACH6 AMD Ryzen 7 5800H/16 GB/1TB SSD/RTX3060/15.6""",Refurbished,Lenovo,IdeaPad,AMD Ryzen 7,16,1000,SSD,RTX 3060,15.6,No,103667.0
"Lenovo IdeaPad Gaming 3 15IMH05 Intel Core i7-10750H/16GB/512GB SSD/GTX1650/15.6""",Refurbished,Lenovo,IdeaPad,Intel Core i7,16,512,SSD,GTX 1650,15.6,No,74617.0
"Lenovo IdeaPad Intel Core i5-1135G7/8GB/512GB SSD/15.6""",Refurbished,Lenovo,IdeaPad,Intel Core i5,8,512,SSD,Unknown,15.6,No,66616.63
"Lenovo IdeaPad S145-15IIL Intel Core i7-1065G7/8GB/256GB SSD/15.6""",Refurbished,Lenovo,IdeaPad,Intel Core i7,8,256,SSD,Unknown,15.6,No,41665.17
Lenovo Legion 5 15ACH6-258 AMD Ryzen 7 5800H/16GB/512GB SSD/RTX 3060/15.6'' (PT),Refurbished,Lenovo,Legion,AMD Ryzen 7,16,512,SSD,RTX 3060,15.6,No,95453.31999999999
"Lenovo Legion 5 15ACH6H AMD Ryzen 7 5800H/16 GB/512GB SSD/RTX3060/15.6""",Refurbished,Lenovo,Legion,AMD Ryzen 7,16,512,SSD,RTX 3060,15.6,No,107817.0
"Lenovo Legion 5 15ACH6H AMD Ryzen 7 5800H/16GB/1TB SSD/RTX 3060/15.6""",Refurbished,Lenovo,Legion,AMD Ryzen 7,16,1000,SSD,RTX 3060,15.6,No,82671.31999999999
"Lenovo Legion 5 15IMH05H Intel Core i7-10750H/16GB/512GB SSD/RTX2060/15.6""",Refurbished,Lenovo,Legion,Intel Core i7,16,512,SSD,RTX 2060,15.6,No,122467.33
"Lenovo Legion 5 15ITH6H Intel Core i7-11800H/32GB/1TB SSD/RTX3070/15.6""",Refurbished,Lenovo,Legion,Intel Core i7,32,1000,SSD,RTX 3070,15.6,No,149317.0
"Lenovo Legion 5 Pro 16IAH7H Intel Core i7-12700H/16GB/1TB SSD/RTX3060/16""",Refurbished,Lenovo,Legion,Intel Core i7,16,1000,SSD,RTX 3060,16.0,No,193122.74000000002
"Lenovo Legion 7 16IAX7 Intel Core i9-12900HX/32GB/1TB SSD/RTX 3080Ti/16""",Refurbished,Lenovo,Legion,Intel Core i9,32,1000,SSD,RTX 3080,16.0,No,277028.27
"Lenovo Legion Y540-15IRH Intel Core i7-9750H/16GB/1TB+256GB SSD/GTX1660Ti/15.6""",Refurbished,Lenovo,Legion,Intel Core i7,16,256,SSD,GTX 1660,15.6,No,72669.81999999999
"Lenovo Legion Y540-15IRH-PG0 Intel Core i7-9750HF/16GB/1TB+512GB SSD/GTX1650/15.6""",Refurbished,Lenovo,Legion,Intel Core i7,16,512,SSD,GTX 1650,15.6,No,71445.56999999999
"Lenovo ThinkBook 14 G2 ITL Intel Core i3-1115G4/8GB/256GB SSD/14""",Refurbished,Lenovo,ThinkBook,Intel Core i3,8,256,SSD,Unknown,14.0,No,59742.57
"Lenovo ThinkBook 14 G2 ITL Intel Core i5-1135G7/16GB/512GB SSD/14""",Refurbished,Lenovo,ThinkBook,Intel Core i5,16,512,SSD,Unknown,14.0,No,87067.0
"Lenovo ThinkBook 14 IIL Intel Core i3-1005G1/8GB/256GB SSD/14""",Refurbished,Lenovo,ThinkBook,Intel Core i3,8,256,SSD,Unknown,14.0,No,48579.07
"Lenovo ThinkBook 14 Intel Core i5-1135G7/16GB/512GB SSD/14""",Refurbished,Lenovo,ThinkBook,Intel Core i5,16,512,SSD,Unknown,14.0,No,81022.94
"Lenovo ThinkBook 15 AMD Ryzen 3 4300U/8GB/256GB SSD/15.6""",Refurbished,Lenovo,ThinkBook,AMD Ryzen 3,8,256,SSD,Unknown,15.6,No,34759.57
"Lenovo ThinkBook 15 G2 ITL Intel Core i5-1135G7/8GB/256GB SSD/15.6"" Gris",Refurbished,Lenovo,ThinkBook,Intel Core i5,8,256,SSD,Unknown,15.6,No,80549.84
"Lenovo ThinkBook 15 IIL Intel Core i3-1005G1/8GB/256GB SSD/15.6""",Refurbished,Lenovo,ThinkBook,Intel Core i3,8,256,SSD,Unknown,15.6,No,35390.369999999995
"Lenovo ThinkPad E490 Intel Core i5-8265U/8GB/512GB SSD/14""",Refurbished,Lenovo,ThinkPad,Intel Core i5,8,512,SSD,Unknown,14.0,No,73252.48
"Lenovo ThinkPad E590 Intel Core i7-8565U/8GB/256GB SSD/15.6""",Refurbished,Lenovo,ThinkPad,Intel Core i7,8,256,SSD,Unknown,15.6,No,61081.35999999999
"Lenovo ThinkPad L13 Yoga Gen 2 Intel Core  i5-1135G7/16GB/512GB SSD/13.3"" Táctil",Refurbished,Lenovo,ThinkPad,Intel Core i5,16,512,SSD,Unknown,13.3,Yes,95602.71999999999
"Lenovo ThinkPad L14 Intel Core i5-10210U/16GB/512GB SSD/14""",Refurbished,Lenovo,ThinkPad,Intel Core i5,16,512,SSD,Unknown,14.0,No,89146.98
"Lenovo ThinkPad L390 Intel Core i5-8265U/8GB/256GB SSD/13.3""",Refurbished,Lenovo,ThinkPad,Intel Core i5,8,256,SSD,Unknown,13.3,No,85611.18000000001
"Lenovo ThinkPad L490 Intel Core i7-8565U/8GB/256GB SSD/14""",Refurbished,Lenovo,ThinkPad,Intel Core i7,8,256,SSD,Unknown,14.0,No,99517.0
"Lenovo ThinkPad L580 Intel Core i5-8250U/8GB/256GB SSD/15.6""",Refurbished,Lenovo,ThinkPad,Intel Core i5,8,256,SSD,Unknown,15.6,No,70264.48
"Lenovo ThinkPad L590 Intel Core i5-8265U/8GB/512GB SSD/15.6""",Refurbished,Lenovo,ThinkPad,Intel Core i5,8,512,SSD,Unknown,15.6,No,54082.8
"Lenovo ThinkPad P52s Intel Core i7-8550U/8GB/256GB SSD/Quadro P500/15.6""",Refurbished,Lenovo,ThinkPad,Intel Core i7,8,256,SSD,P 500,15.6,No,72843.29
"Lenovo ThinkPad T14 Gen 1 AMD Ryzen 7 PRO 4750U/16GB/512GB SSD/14""",Refurbished,Lenovo,ThinkPad,AMD Ryzen 7,16,512,SSD,Unknown,14.0,No,119458.58
"Lenovo ThinkPad T14 Intel Core i5-10210U/16GB/512GB SSD/14""",Refurbished,Lenovo,ThinkPad,Intel Core i5,16,512,SSD,Unknown,14.0,No,61254.0
"Lenovo ThinkPad T14 Intel Core i5-10210U/8GB/256GB SSD/14""",Refurbished,Lenovo,ThinkPad,Intel Core i5,8,256,SSD,Unknown,14.0,No,103908.53000000001
"Lenovo ThinkPad T14s Gen 2 Intel Evo Core i7-1165G7/16GB/512GB SSD/14""",Refurbished,Lenovo,ThinkPad,Intel Evo Core i7,16,512,SSD,Unknown,14.0,No,183013.34
"Lenovo ThinkPad T470 Intel Core i5-7200U/8GB/256GB SSD/14""",Refurbished,Lenovo,ThinkPad,Intel Core i5,8,256,SSD,Unknown,14.0,No,39425.0
"Lenovo ThinkPad T480s Intel Core i7-8550U/8GB/256GB SSD/14""",Refurbished,Lenovo,ThinkPad,Intel Core i7,8,256,SSD,Unknown,14.0,No,63723.25
"Lenovo ThinkPad T490S Intel Core i7-8565U/8GB/256GB SSD/14""",Refurbished,Lenovo,ThinkPad,Intel Core i7,8,256,SSD,Unknown,14.0,No,70310.96
"Lenovo ThinkPad T490s Intel Core i7-8565U/16GB/512GB SSD/14""",Refurbished,Lenovo,ThinkPad,Intel Core i7,16,512,SSD,Unknown,14.0,No,74603.72
"Lenovo ThinkPad T580 Intel Core i5-8250U/8GB/256GB SSD/15.6""",Refurbished,Lenovo,ThinkPad,Intel Core i5,8,256,SSD,Unknown,15.6,No,66566.0
"Lenovo ThinkPad X1 Carbon Intel Core i7-8550U/8GB/512GB SSD/14""",Refurbished,Lenovo,ThinkPad,Intel Core i7,8,512,SSD,Unknown,14.0,No,48747.560000000005
"Lenovo ThinkPad X1 Extreme Gen 4 Intel Core i7-11800H/16GB/512GB SSD/RTX 3050 Ti/16""",Refurbished,Lenovo,ThinkPad,Intel Core i7,16,512,SSD,RTX 3050,16.0,No,184930.63999999998
"Lenovo ThinkPad X1 Yoga Intel Core i7-8650U/16GB/512GB SSD/14"" Táctil",Refurbished,Lenovo,ThinkPad,Intel Core i7,16,512,SSD,Unknown,14.0,Yes,82917.0
"Lenovo ThinkPad X13 Yoga Gen 1 Intel Core i5-10210U/16GB/512GB SSD/13.3"" Táctil",Refurbished,Lenovo,ThinkPad,Intel Core i5,16,512,SSD,Unknown,13.3,Yes,147657.0
"Lenovo V14 G2 ALC AMD Ryzen 5 5500U/8GB/256GB SSD/14""",Refurbished,Lenovo,V14,AMD Ryzen 5,8,256,SSD,Unknown,14.0,No,61387.630000000005
"Lenovo V14 G2 ITL Intel Core i5-1135G7/8 GB/256GB SSD/14""",Refurbished,Lenovo,V14,Intel Core i5,8,256,SSD,Unknown,14.0,No,56103.850000000006
"Lenovo V15 ADA AMD 3020E/8GB/256GB SSD/15.6""",Refurbished,Lenovo,V15,AMD 3020e,8,256,SSD,Unknown,15.6,No,37000.57
"Lenovo V15 G2 ITL Intel Core i5-1135G7/16GB/512GB SSD/15.6""",Refurbished,Lenovo,V15,Intel Core i5,16,512,SSD,Unknown,15.6,No,75950.81
"Lenovo V15 G2 ITL Intel Core i7-1165G7/16 GB/512GB SSD/15.6""",Refurbished,Lenovo,V15,Intel Core i7,16,512,SSD,Unknown,15.6,No,65249.619999999995
"Lenovo V15 Intel Core i3-1115G4/8 GB/256GB SSD/15.6""",Refurbished,Lenovo,V15,Intel Core i3,8,256,SSD,Unknown,15.6,No,46805.35999999999
